started_at,ended_at,duration,start_station_id,start_station_name,start_station_description,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_description,end_station_latitude,end_station_longitude
2021-08-17 13:30:47.996000+00:00,2021-08-17 13:52:47.554000+00:00,1319,1739,Edinburgh Royal Infirmary,Front of new Sick Kids Hospital,55.92135417116336,-3.1369712992544976,1028,Hunter Square,In Hunter Square next to Tron Kirk,55.94979756563328,-3.1877950320129003
2021-08-17 13:31:50.586000+00:00,2021-08-17 13:35:06.172000+00:00,195,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432
2021-08-17 13:33:22.744000+00:00,2021-08-17 14:03:47.540000+00:00,1824,1052,Surgeons Hall,East side of Nicolson Street,55.94664279961712,-3.1854745859388918,1813,Milton Road - Edinburgh College,Milton Road Campus,55.94406627599551,-3.0985614794416128
2021-08-17 13:33:24.196000+00:00,2021-08-17 16:37:57.015000+00:00,11072,1722,Cramond Foreshore,Near Cramond Beach,55.98003076740317,-3.300641788832536,1102,Haymarket Station,Haymarket Station,55.94556945067266,-3.21818468327956
2021-08-17 13:35:25.216000+00:00,2021-08-17 14:08:23.923000+00:00,1978,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288
2021-08-17 13:35:50.813000+00:00,2021-08-17 13:37:46.403000+00:00,115,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432
2021-08-17 13:37:15.931000+00:00,2021-08-17 14:04:38.613000+00:00,1642,1098,Marchmont Crescent,Corner of Marchmont Road,55.9364319181482,-3.194150044314256,1824,Duke Street,Junction with Easter Road,55.96901164826488,-3.16739470303429
2021-08-17 13:37:30.577000+00:00,2021-08-17 14:28:41.426000+00:00,3070,250,Victoria Quay,Entrance to Scottish Government Office,55.97761715254634,-3.174126319457628,250,Victoria Quay,Entrance to Scottish Government Office,55.97761715254634,-3.174126319457628
2021-08-17 13:46:27.509000+00:00,2021-08-17 14:06:36.707000+00:00,1209,248,Bristo Square,"Bristo Square, near Potterrow",55.94583371599285,-3.189053072075467,258,Stockbridge,Hamilton Place by Dean Bank Lane,55.95856558589723,-3.2080701822277438
2021-08-17 13:52:19.668000+00:00,2021-08-17 14:59:35.604000+00:00,4035,250,Victoria Quay,Entrance to Scottish Government Office,55.97761715254634,-3.174126319457628,1722,Cramond Foreshore,Near Cramond Beach,55.98003076740317,-3.300641788832536
2021-08-17 14:01:53.112000+00:00,2021-08-17 14:29:44.489000+00:00,1671,1739,Edinburgh Royal Infirmary,Front of new Sick Kids Hospital,55.92135417116336,-3.1369712992544976,1818,Dynamic Earth,"Outside Dynamic Earth, Holyrood Road",55.951089465236365,-3.17572460948655
2021-08-17 14:03:54.564000+00:00,2021-08-17 14:24:52.747000+00:00,1258,1102,Haymarket Station,Haymarket Station,55.94556945067266,-3.21818468327956,1051,Warrender Park Road,On corner with Spottiswoode Street,55.93836921723555,-3.1980326885466184
2021-08-17 14:04:18.710000+00:00,2021-08-17 16:19:35.757000+00:00,8117,264,Pollock Halls,Pollock Halls Entrance,55.94008064125911,-3.171746866852459,264,Pollock Halls,Pollock Halls Entrance,55.94008064125911,-3.171746866852459
2021-08-17 14:11:04.286000+00:00,2021-08-17 14:37:54.942000+00:00,1610,1798,Chambers Street,Outside National Museum,55.94760044619224,-3.188919736735216,1763,Comely Bank Road,Outside Raeburn Place Sports Ground,55.95941012836135,-3.2156613606136943
2021-08-17 14:13:01.861000+00:00,2021-08-17 14:39:53+00:00,1611,1092,Dalry Road Lidl,,55.94179129688128,-3.2224153095965,1038,South Trinity Road,Corner of South Trinity Road and Ferry Road,55.97132539148155,-3.207963567424258
2021-08-17 14:14:47.408000+00:00,2021-08-17 14:23:58.186000+00:00,550,1767,Bruntsfield Links,Corner of Bruntsfield Links next to Public Toilets,55.937123239991095,-3.206431879393449,1025,Dundee Terrace,Corner of Dundee Street & Dundee Terrace,55.93970989541296,-3.2205889336679547
2021-08-17 14:14:50.521000+00:00,2021-08-17 14:23:00.740000+00:00,490,1092,Dalry Road Lidl,,55.94179129688128,-3.2224153095965,289,Castle Street,Near Rose Street,55.95150073734976,-3.2031839065252825
2021-08-17 14:16:45.599000+00:00,2021-08-17 14:24:35.209000+00:00,469,1721,Tollcross,Outside Piccolinos off Lauriston Place,55.944248052468346,-3.2031045991104747,1798,Chambers Street,Outside National Museum,55.94760044619224,-3.188919736735216
2021-08-17 14:16:56.091000+00:00,2021-08-17 14:25:04.038000+00:00,487,1720,Dundas Street,On corner of Henderson Row,55.9607624081837,-3.201278014771333,1763,Comely Bank Road,Outside Raeburn Place Sports Ground,55.95941012836135,-3.2156613606136943
2021-08-17 14:21:07.036000+00:00,2021-08-17 14:34:57.251000+00:00,830,254,Kings Building 3,Kings Building House,55.92347880784664,-3.1753845849070785,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432
2021-08-17 14:24:20.944000+00:00,2021-08-17 14:31:08.425000+00:00,407,248,Bristo Square,"Bristo Square, near Potterrow",55.94583371599285,-3.189053072075467,1726,Simon Square,Between Pleasance and Nicholson Street,55.94485886752089,-3.182589723460069
2021-08-17 14:25:19.108000+00:00,2021-08-17 15:10:48.267000+00:00,2729,289,Castle Street,Near Rose Street,55.95150073734976,-3.2031839065252825,1092,Dalry Road Lidl,,55.94179129688128,-3.2224153095965
2021-08-17 14:26:50.472000+00:00,2021-08-17 15:38:42.968000+00:00,4312,1763,Comely Bank Road,Outside Raeburn Place Sports Ground,55.95941012836135,-3.2156613606136943,1720,Dundas Street,On corner of Henderson Row,55.9607624081837,-3.201278014771333
2021-08-17 14:29:14.236000+00:00,2021-08-17 14:53:35.672000+00:00,1461,253,Kings Building 2,Sanderson Building,55.92320215516664,-3.1716462453634904,1738,Wester Coates Terrace,Junction with Roseburn Terrace,55.94564841884953,-3.231847150914064
2021-08-17 14:30:26.211000+00:00,2021-08-17 15:11:47.757000+00:00,2481,1722,Cramond Foreshore,Near Cramond Beach,55.98003076740317,-3.300641788832536,250,Victoria Quay,Entrance to Scottish Government Office,55.97761715254634,-3.174126319457628
2021-08-17 14:33:58.373000+00:00,2021-08-17 14:47:44.666000+00:00,826,264,Pollock Halls,Pollock Halls Entrance,55.94008064125911,-3.171746866852459,1091,Holyrood Road,Opposite St Leonards Land,55.94955950619123,-3.180413257527789
2021-08-17 14:39:42.178000+00:00,2021-08-17 15:13:32.977000+00:00,2030,1824,Duke Street,Junction with Easter Road,55.96901164826488,-3.16739470303429,2265,Musselburgh Brunton Hall,Adjacent to the Brunton Theatre ,55.94396074176487,-3.058306836702485
2021-08-17 14:41:37.942000+00:00,2021-08-17 14:48:04.059000+00:00,386,1024,Meadow Place,End of Meadow Place,55.94023763168944,-3.194640214184801,1748,Colinton Road,Near Napier University Merchiston Campus,55.93341635916104,-3.21239711224257
2021-08-17 14:43:14.304000+00:00,2021-08-17 15:20:38.961000+00:00,2244,1807,Gamekeeper's Road,Junction with Whitehouse Road,55.969442746098885,-3.3072587984723745,1019,Grassmarket,West end of Grassmarket,55.947097278583385,-3.1972457326126005
2021-08-17 14:48:24.818000+00:00,2021-08-17 14:59:39.694000+00:00,674,183,Waverley Bridge,near the top of the South ramp,55.951980756193535,-3.191890332557904,2259,Leith Walk North,Next to Allander House,55.96791807044289,-3.1735862970647304
2021-08-17 14:48:26.629000+00:00,2021-08-17 15:47:10.696000+00:00,3524,1765,Haymarket Terrace,Corner of Magdala Crescent,55.946063966641006,-3.2230240243595745,1765,Haymarket Terrace,Corner of Magdala Crescent,55.946063966641006,-3.2230240243595745
2021-08-17 14:56:54.566000+00:00,2021-08-17 15:43:19.089000+00:00,2784,1730,East London Street,Outside St Mary's Primary School,55.95995414501485,-3.1871977585476543,2268,Picardy Place,Outside Omni Centre,55.95653524179326,-3.1862476120746805
2021-08-17 15:00:30.344000+00:00,2021-08-17 15:10:26.906000+00:00,596,259,St Andrew Square,North East corner,55.95490573198223,-3.192443756949956,1824,Duke Street,Junction with Easter Road,55.96901164826488,-3.16739470303429
2021-08-17 15:02:14.777000+00:00,2021-08-17 15:16:06.280000+00:00,831,1756,Western General Hospital,Porterfield Road,55.96283984266853,-3.234135938375289,1729,McDonald Road,Next to Fire Station,55.9640310527501,-3.1851753729504253
2021-08-17 15:05:46.205000+00:00,2021-08-17 15:15:34.277000+00:00,588,1024,Meadow Place,End of Meadow Place,55.94023763168944,-3.194640214184801,1017,Crichton Street,East end of street,55.94478427951007,-3.186906245433761
2021-08-17 15:09:07.801000+00:00,2021-08-17 15:52:35.790000+00:00,2607,1093,Belford Road,Outside Scottish National Gallery of Modern Art,55.95197357717703,-3.226124804664096,1798,Chambers Street,Outside National Museum,55.94760044619224,-3.188919736735216
2021-08-17 15:14:07.462000+00:00,2021-08-17 16:46:24.494000+00:00,5537,1025,Dundee Terrace,Corner of Dundee Street & Dundee Terrace,55.93970989541296,-3.2205889336679547,1737,Inverleith Row,Corner with Inverleith Terrace,55.96411787988959,-3.202094747416368
2021-08-17 15:20:31.465000+00:00,2021-08-17 15:37:55.904000+00:00,1044,1756,Western General Hospital,Porterfield Road,55.96283984266853,-3.234135938375289,1769,Brunswick Place,Corner of Elm Row/Brunswick Street,55.96085174106396,-3.180985762469163
2021-08-17 15:23:21.082000+00:00,2021-08-17 15:40:07.465000+00:00,1006,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432,254,Kings Building 3,Kings Building House,55.92347880784664,-3.1753845849070785
2021-08-17 15:26:13.480000+00:00,2021-08-17 17:24:58.805000+00:00,7125,1763,Comely Bank Road,Outside Raeburn Place Sports Ground,55.95941012836135,-3.2156613606136943,189,City Chambers,City Chambers Quadrangle,55.95010933017899,-3.190257770093808
2021-08-17 15:34:11.530000+00:00,2021-08-17 15:46:31.557000+00:00,740,1024,Meadow Place,End of Meadow Place,55.94023763168944,-3.194640214184801,1823,Boroughmuir,Off Gibson Terrace,55.94007146917616,-3.215335840688084
2021-08-17 15:38:12.362000+00:00,2021-08-17 15:39:48.278000+00:00,95,1051,Warrender Park Road,On corner with Spottiswoode Street,55.93836921723555,-3.1980326885466184,1024,Meadow Place,End of Meadow Place,55.94023763168944,-3.194640214184801
2021-08-17 15:40:26.896000+00:00,2021-08-17 15:48:22.125000+00:00,475,1024,Meadow Place,End of Meadow Place,55.94023763168944,-3.194640214184801,183,Waverley Bridge,near the top of the South ramp,55.951980756193535,-3.191890332557904
2021-08-17 15:43:50.629000+00:00,2021-08-17 15:52:55.220000+00:00,544,1039,Lothian Road,Outside the Usher Hall,55.94740919920712,-3.2057654971365537,1024,Meadow Place,End of Meadow Place,55.94023763168944,-3.194640214184801
2021-08-17 15:45:20.674000+00:00,2021-08-17 16:00:37.121000+00:00,916,1721,Tollcross,Outside Piccolinos off Lauriston Place,55.944248052468346,-3.2031045991104747,2268,Picardy Place,Outside Omni Centre,55.95653524179326,-3.1862476120746805
2021-08-17 15:51:34.069000+00:00,2021-08-17 16:22:48.026000+00:00,1873,246,Royal Commonwealth Pool,Royal Commonwealth Pool Entrance,55.93900024788877,-3.173923554315593,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288
2021-08-17 15:53:00.986000+00:00,2021-08-17 15:58:59.779000+00:00,358,1721,Tollcross,Outside Piccolinos off Lauriston Place,55.944248052468346,-3.2031045991104747,1091,Holyrood Road,Opposite St Leonards Land,55.94955950619123,-3.180413257527789
2021-08-17 15:54:19.152000+00:00,2021-08-17 16:25:42.654000+00:00,1883,1039,Lothian Road,Outside the Usher Hall,55.94740919920712,-3.2057654971365537,1769,Brunswick Place,Corner of Elm Row/Brunswick Street,55.96085174106396,-3.180985762469163
2021-08-17 15:56:30.402000+00:00,2021-08-17 16:20:25.546000+00:00,1435,1756,Western General Hospital,Porterfield Road,55.96283984266853,-3.234135938375289,1102,Haymarket Station,Haymarket Station,55.94556945067266,-3.21818468327956
2021-08-17 15:57:26.498000+00:00,2021-08-17 16:27:59.829000+00:00,1833,1038,South Trinity Road,Corner of South Trinity Road and Ferry Road,55.97132539148155,-3.207963567424258,1092,Dalry Road Lidl,,55.94179129688128,-3.2224153095965
2021-08-17 15:58:09.700000+00:00,2021-08-17 17:06:23.019000+00:00,4093,289,Castle Street,Near Rose Street,55.95150073734976,-3.2031839065252825,289,Castle Street,Near Rose Street,55.95150073734976,-3.2031839065252825
2021-08-17 15:58:13.740000+00:00,2021-08-17 16:13:19.817000+00:00,906,1028,Hunter Square,In Hunter Square next to Tron Kirk,55.94979756563328,-3.1877950320129003,1768,Thirlestane Road,On corner with St Margaret's Place,55.93532370964813,-3.198763443819871
2021-08-17 15:58:34.349000+00:00,2021-08-17 16:06:46.691000+00:00,492,1798,Chambers Street,Outside National Museum,55.94760044619224,-3.188919736735216,264,Pollock Halls,Pollock Halls Entrance,55.94008064125911,-3.171746866852459
2021-08-17 16:00:57.963000+00:00,2021-08-17 16:09:04.515000+00:00,486,1050,EICC,Outside Edinburgh International Conference Centre,55.94607055533778,-3.2103963310007657,259,St Andrew Square,North East corner,55.95490573198223,-3.192443756949956
2021-08-17 16:03:40.862000+00:00,2021-08-17 16:16:41.025000+00:00,780,1729,McDonald Road,Next to Fire Station,55.9640310527501,-3.1851753729504253,250,Victoria Quay,Entrance to Scottish Government Office,55.97761715254634,-3.174126319457628
2021-08-17 16:09:33.069000+00:00,2021-08-17 16:25:14.211000+00:00,941,1017,Crichton Street,East end of street,55.94478427951007,-3.186906245433761,1821,Drumsheugh Place,Corner with Drumsheugh Gardens,55.95159412232485,-3.2123542850940225
2021-08-17 16:09:59.332000+00:00,2021-08-17 16:16:58.762000+00:00,419,1024,Meadow Place,End of Meadow Place,55.94023763168944,-3.194640214184801,1024,Meadow Place,End of Meadow Place,55.94023763168944,-3.194640214184801
2021-08-17 16:10:20.400000+00:00,2021-08-17 16:27:08.143000+00:00,1007,254,Kings Building 3,Kings Building House,55.92347880784664,-3.1753845849070785,1096,West Crosscauseway,On island next to Buccleuch Street,55.9438359841253,-3.1849514084976818
2021-08-17 16:10:35.210000+00:00,2021-08-17 16:24:49.747000+00:00,854,1039,Lothian Road,Outside the Usher Hall,55.94740919920712,-3.2057654971365537,1814,Abbeyhill,Near Abbey Mount,55.95524788917224,-3.1722162800950704
2021-08-17 16:11:27.372000+00:00,2021-08-17 16:20:46.626000+00:00,559,264,Pollock Halls,Pollock Halls Entrance,55.94008064125911,-3.171746866852459,1052,Surgeons Hall,East side of Nicolson Street,55.94664279961712,-3.1854745859388918
2021-08-17 16:12:35.570000+00:00,2021-08-17 16:55:29.673000+00:00,2574,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288,1096,West Crosscauseway,On island next to Buccleuch Street,55.9438359841253,-3.1849514084976818
2021-08-17 16:12:55.848000+00:00,2021-08-17 16:27:01.523000+00:00,845,1025,Dundee Terrace,Corner of Dundee Street & Dundee Terrace,55.93970989541296,-3.2205889336679547,183,Waverley Bridge,near the top of the South ramp,55.951980756193535,-3.191890332557904
2021-08-17 16:13:21.969000+00:00,2021-08-17 17:08:32.401000+00:00,3310,1092,Dalry Road Lidl,,55.94179129688128,-3.2224153095965,1092,Dalry Road Lidl,,55.94179129688128,-3.2224153095965
2021-08-17 16:15:05.664000+00:00,2021-08-17 16:19:43.761000+00:00,278,258,Stockbridge,Hamilton Place by Dean Bank Lane,55.95856558589723,-3.2080701822277438,262,Canonmills,near Tesco's,55.96280408759764,-3.196283585062929
2021-08-17 16:16:48.779000+00:00,2021-08-17 16:27:20.488000+00:00,631,254,Kings Building 3,Kings Building House,55.92347880784664,-3.1753845849070785,1051,Warrender Park Road,On corner with Spottiswoode Street,55.93836921723555,-3.1980326885466184
2021-08-17 16:20:51.463000+00:00,2021-08-17 16:51:43.503000+00:00,1852,262,Canonmills,near Tesco's,55.96280408759764,-3.196283585062929,1818,Dynamic Earth,"Outside Dynamic Earth, Holyrood Road",55.951089465236365,-3.17572460948655
2021-08-17 16:21:58.542000+00:00,2021-08-17 17:13:03.398000+00:00,3064,1019,Grassmarket,West end of Grassmarket,55.947097278583385,-3.1972457326126005,1769,Brunswick Place,Corner of Elm Row/Brunswick Street,55.96085174106396,-3.180985762469163
2021-08-17 16:22:21.444000+00:00,2021-08-17 17:53:53.098000+00:00,5491,259,St Andrew Square,North East corner,55.95490573198223,-3.192443756949956,1093,Belford Road,Outside Scottish National Gallery of Modern Art,55.95197357717703,-3.226124804664096
2021-08-17 16:27:47.060000+00:00,2021-08-17 16:47:16.549000+00:00,1169,1765,Haymarket Terrace,Corner of Magdala Crescent,55.946063966641006,-3.2230240243595745,1024,Meadow Place,End of Meadow Place,55.94023763168944,-3.194640214184801
2021-08-17 16:28:52.710000+00:00,2021-08-17 18:43:15.343000+00:00,8062,1102,Haymarket Station,Haymarket Station,55.94556945067266,-3.21818468327956,1092,Dalry Road Lidl,,55.94179129688128,-3.2224153095965
2021-08-17 16:29:13.874000+00:00,2021-08-17 16:58:36.853000+00:00,1762,1763,Comely Bank Road,Outside Raeburn Place Sports Ground,55.95941012836135,-3.2156613606136943,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432
2021-08-17 16:31:22.711000+00:00,2021-08-17 17:34:55.220000+00:00,3812,262,Canonmills,near Tesco's,55.96280408759764,-3.196283585062929,262,Canonmills,near Tesco's,55.96280408759764,-3.196283585062929
2021-08-17 16:34:42.055000+00:00,2021-08-17 16:49:04.833000+00:00,862,1769,Brunswick Place,Corner of Elm Row/Brunswick Street,55.96085174106396,-3.180985762469163,1763,Comely Bank Road,Outside Raeburn Place Sports Ground,55.95941012836135,-3.2156613606136943
2021-08-17 16:35:39.503000+00:00,2021-08-17 16:48:24.004000+00:00,764,1769,Brunswick Place,Corner of Elm Row/Brunswick Street,55.96085174106396,-3.180985762469163,1763,Comely Bank Road,Outside Raeburn Place Sports Ground,55.95941012836135,-3.2156613606136943
2021-08-17 16:35:55.807000+00:00,2021-08-17 16:39:12.807000+00:00,197,1024,Meadow Place,End of Meadow Place,55.94023763168944,-3.194640214184801,1024,Meadow Place,End of Meadow Place,55.94023763168944,-3.194640214184801
2021-08-17 16:36:54.452000+00:00,2021-08-17 16:45:33.209000+00:00,518,1051,Warrender Park Road,On corner with Spottiswoode Street,55.93836921723555,-3.1980326885466184,259,St Andrew Square,North East corner,55.95490573198223,-3.192443756949956
2021-08-17 16:38:40.413000+00:00,2021-08-17 18:25:53.107000+00:00,6432,1102,Haymarket Station,Haymarket Station,55.94556945067266,-3.21818468327956,258,Stockbridge,Hamilton Place by Dean Bank Lane,55.95856558589723,-3.2080701822277438
2021-08-17 16:40:06.273000+00:00,2021-08-17 16:57:35.105000+00:00,1048,2268,Picardy Place,Outside Omni Centre,55.95653524179326,-3.1862476120746805,250,Victoria Quay,Entrance to Scottish Government Office,55.97761715254634,-3.174126319457628
2021-08-17 16:42:55.568000+00:00,2021-08-17 16:50:00.554000+00:00,424,1096,West Crosscauseway,On island next to Buccleuch Street,55.9438359841253,-3.1849514084976818,1024,Meadow Place,End of Meadow Place,55.94023763168944,-3.194640214184801
2021-08-17 16:43:02.193000+00:00,2021-08-17 16:59:25.846000+00:00,983,296,Castle Terrace,Corner of Castle Terrace and Lady Lawson St,55.94676648672239,-3.2020378290551434,1824,Duke Street,Junction with Easter Road,55.96901164826488,-3.16739470303429
2021-08-17 16:43:39.574000+00:00,2021-08-17 17:39:05.080000+00:00,3325,1722,Cramond Foreshore,Near Cramond Beach,55.98003076740317,-3.300641788832536,1722,Cramond Foreshore,Near Cramond Beach,55.98003076740317,-3.300641788832536
2021-08-17 16:43:49.826000+00:00,2021-08-17 17:39:31.499000+00:00,3341,1722,Cramond Foreshore,Near Cramond Beach,55.98003076740317,-3.300641788832536,1722,Cramond Foreshore,Near Cramond Beach,55.98003076740317,-3.300641788832536
2021-08-17 16:46:08.162000+00:00,2021-08-17 16:56:13.824000+00:00,605,183,Waverley Bridge,near the top of the South ramp,55.951980756193535,-3.191890332557904,1818,Dynamic Earth,"Outside Dynamic Earth, Holyrood Road",55.951089465236365,-3.17572460948655
2021-08-17 16:47:25.710000+00:00,2021-08-17 16:56:09.591000+00:00,523,183,Waverley Bridge,near the top of the South ramp,55.951980756193535,-3.191890332557904,1818,Dynamic Earth,"Outside Dynamic Earth, Holyrood Road",55.951089465236365,-3.17572460948655
2021-08-17 16:47:50.653000+00:00,2021-08-17 17:02:33.523000+00:00,882,1052,Surgeons Hall,East side of Nicolson Street,55.94664279961712,-3.1854745859388918,1052,Surgeons Hall,East side of Nicolson Street,55.94664279961712,-3.1854745859388918
2021-08-17 16:48:55.123000+00:00,2021-08-17 17:53:52.657000+00:00,3897,1039,Lothian Road,Outside the Usher Hall,55.94740919920712,-3.2057654971365537,262,Canonmills,near Tesco's,55.96280408759764,-3.196283585062929
2021-08-17 16:50:08.029000+00:00,2021-08-17 17:01:56.292000+00:00,708,1024,Meadow Place,End of Meadow Place,55.94023763168944,-3.194640214184801,1823,Boroughmuir,Off Gibson Terrace,55.94007146917616,-3.215335840688084
2021-08-17 16:51:33.325000+00:00,2021-08-17 17:51:07.142000+00:00,3573,1720,Dundas Street,On corner of Henderson Row,55.9607624081837,-3.201278014771333,1721,Tollcross,Outside Piccolinos off Lauriston Place,55.944248052468346,-3.2031045991104747
2021-08-17 16:51:47.107000+00:00,2021-08-17 17:06:27.030000+00:00,879,349,Orchard Brae House,Outside Orchard Brae House on Queensferry Road,55.95508276879095,-3.2236342639564555,183,Waverley Bridge,near the top of the South ramp,55.951980756193535,-3.191890332557904
2021-08-17 16:54:52.680000+00:00,2021-08-17 17:17:11.345000+00:00,1338,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288,1091,Holyrood Road,Opposite St Leonards Land,55.94955950619123,-3.180413257527789
2021-08-17 16:55:46.532000+00:00,2021-08-17 17:14:01.042000+00:00,1094,1024,Meadow Place,End of Meadow Place,55.94023763168944,-3.194640214184801,1038,South Trinity Road,Corner of South Trinity Road and Ferry Road,55.97132539148155,-3.207963567424258
2021-08-17 16:55:53.862000+00:00,2021-08-17 17:17:12.156000+00:00,1278,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288,1091,Holyrood Road,Opposite St Leonards Land,55.94955950619123,-3.180413257527789
2021-08-17 16:57:37.723000+00:00,2021-08-17 17:35:10.540000+00:00,2252,1096,West Crosscauseway,On island next to Buccleuch Street,55.9438359841253,-3.1849514084976818,250,Victoria Quay,Entrance to Scottish Government Office,55.97761715254634,-3.174126319457628
2021-08-17 16:57:54.727000+00:00,2021-08-17 17:18:25.590000+00:00,1230,253,Kings Building 2,Sanderson Building,55.92320215516664,-3.1716462453634904,1028,Hunter Square,In Hunter Square next to Tron Kirk,55.94979756563328,-3.1877950320129003
2021-08-17 16:59:30.669000+00:00,2021-08-17 17:25:04.275000+00:00,1533,2268,Picardy Place,Outside Omni Centre,55.95653524179326,-3.1862476120746805,250,Victoria Quay,Entrance to Scottish Government Office,55.97761715254634,-3.174126319457628
2021-08-17 16:59:37.123000+00:00,2021-08-17 17:15:45.471000+00:00,968,1039,Lothian Road,Outside the Usher Hall,55.94740919920712,-3.2057654971365537,1090,Hillside Crescent,East end of Hillside Crescent,55.95787194536338,-3.175888370919665
2021-08-17 17:00:53.175000+00:00,2021-08-17 18:19:19.866000+00:00,4706,262,Canonmills,near Tesco's,55.96280408759764,-3.196283585062929,262,Canonmills,near Tesco's,55.96280408759764,-3.196283585062929
2021-08-17 17:00:56.370000+00:00,2021-08-17 18:19:23.626000+00:00,4707,262,Canonmills,near Tesco's,55.96280408759764,-3.196283585062929,262,Canonmills,near Tesco's,55.96280408759764,-3.196283585062929
2021-08-17 17:01:14.287000+00:00,2021-08-17 17:26:39.173000+00:00,1524,254,Kings Building 3,Kings Building House,55.92347880784664,-3.1753845849070785,1763,Comely Bank Road,Outside Raeburn Place Sports Ground,55.95941012836135,-3.2156613606136943
2021-08-17 17:06:40.595000+00:00,2021-08-17 17:22:10.178000+00:00,929,1798,Chambers Street,Outside National Museum,55.94760044619224,-3.188919736735216,253,Kings Building 2,Sanderson Building,55.92320215516664,-3.1716462453634904
2021-08-17 17:07:04.699000+00:00,2021-08-17 17:11:15.366000+00:00,250,247,Charlotte Square,North Corner of Charlotte Square,55.95233546161639,-3.2071011721072864,289,Castle Street,Near Rose Street,55.95150073734976,-3.2031839065252825
2021-08-17 17:12:06.455000+00:00,2021-08-17 17:28:40.048000+00:00,993,289,Castle Street,Near Rose Street,55.95150073734976,-3.2031839065252825,1824,Duke Street,Junction with Easter Road,55.96901164826488,-3.16739470303429
2021-08-17 17:12:52.031000+00:00,2021-08-17 18:03:54.394000+00:00,3062,289,Castle Street,Near Rose Street,55.95150073734976,-3.2031839065252825,1807,Gamekeeper's Road,Junction with Whitehouse Road,55.969442746098885,-3.3072587984723745
2021-08-17 17:14:12.488000+00:00,2021-08-17 17:29:58.395000+00:00,945,1814,Abbeyhill,Near Abbey Mount,55.95524788917224,-3.1722162800950704,1019,Grassmarket,West end of Grassmarket,55.947097278583385,-3.1972457326126005
2021-08-17 17:14:49.352000+00:00,2021-08-17 19:01:11.428000+00:00,6382,262,Canonmills,near Tesco's,55.96280408759764,-3.196283585062929,262,Canonmills,near Tesco's,55.96280408759764,-3.196283585062929
2021-08-17 17:17:39.771000+00:00,2021-08-17 17:34:22.235000+00:00,1002,1098,Marchmont Crescent,Corner of Marchmont Road,55.9364319181482,-3.194150044314256,1092,Dalry Road Lidl,,55.94179129688128,-3.2224153095965
2021-08-17 17:20:23.460000+00:00,2021-08-17 17:32:52.423000+00:00,748,1726,Simon Square,Between Pleasance and Nicholson Street,55.94485886752089,-3.182589723460069,1025,Dundee Terrace,Corner of Dundee Street & Dundee Terrace,55.93970989541296,-3.2205889336679547
2021-08-17 17:23:51.658000+00:00,2021-08-17 18:02:51.403000+00:00,2339,1091,Holyrood Road,Opposite St Leonards Land,55.94955950619123,-3.180413257527789,1052,Surgeons Hall,East side of Nicolson Street,55.94664279961712,-3.1854745859388918
2021-08-17 17:26:45.340000+00:00,2021-08-17 17:41:48.276000+00:00,902,252,Kings Buildings 1,Grant Institute,55.92418540667696,-3.173830830087809,1096,West Crosscauseway,On island next to Buccleuch Street,55.9438359841253,-3.1849514084976818
2021-08-17 17:27:00.875000+00:00,2021-08-17 17:43:56.661000+00:00,1015,1823,Boroughmuir,Off Gibson Terrace,55.94007146917616,-3.215335840688084,1024,Meadow Place,End of Meadow Place,55.94023763168944,-3.194640214184801
2021-08-17 17:28:19.860000+00:00,2021-08-17 18:02:39.061000+00:00,2059,1091,Holyrood Road,Opposite St Leonards Land,55.94955950619123,-3.180413257527789,1052,Surgeons Hall,East side of Nicolson Street,55.94664279961712,-3.1854745859388918
2021-08-17 17:28:39.241000+00:00,2021-08-17 17:36:29.803000+00:00,470,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288
2021-08-17 17:31:50.301000+00:00,2021-08-17 17:50:03.807000+00:00,1093,1038,South Trinity Road,Corner of South Trinity Road and Ferry Road,55.97132539148155,-3.207963567424258,1028,Hunter Square,In Hunter Square next to Tron Kirk,55.94979756563328,-3.1877950320129003
