started_at,ended_at,duration,start_station_id,start_station_name,start_station_description,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_description,end_station_latitude,end_station_longitude
2021-08-01 12:12:35.819000+00:00,2021-08-01 12:46:15.564000+00:00,2019,1744,Morningside Road,"Corner of Morningside Park, beside M&S",55.927985349796536,-3.209749771944871,1727,Causewayside,Outside National Library of Scotland,55.93650603148236,-3.1801663476151134
2021-08-01 12:16:27.709000+00:00,2021-08-01 12:28:59.309000+00:00,751,264,Pollock Halls,Pollock Halls Entrance,55.94008064125911,-3.171746866852459,358,Leith Walk,Leith Walk opposite Dalmeny Street,55.96517649040763,-3.1761801702076298
2021-08-01 12:18:16.053000+00:00,2021-08-01 12:53:43.493000+00:00,2127,258,Stockbridge,Hamilton Place by Dean Bank Lane,55.95856558589723,-3.2080701822277438,1737,Inverleith Row,Corner with Inverleith Terrace,55.96411787988959,-3.202094747416368
2021-08-01 12:22:20.773000+00:00,2021-08-01 12:39:58.034000+00:00,1057,1727,Causewayside,Outside National Library of Scotland,55.93650603148236,-3.1801663476151134,248,Bristo Square,"Bristo Square, near Potterrow",55.94583371599285,-3.189053072075467
2021-08-01 12:26:46.245000+00:00,2021-08-01 12:38:22.662000+00:00,696,259,St Andrew Square,North East corner,55.95490573198223,-3.192443756949956,1769,Brunswick Place,Corner of Elm Row/Brunswick Street,55.96085174106396,-3.180985762469163
2021-08-01 12:30:50.001000+00:00,2021-08-01 12:38:20.170000+00:00,450,1097,Gladstone Terrace,Corner of Gladstone Terrace and Sciennes Road,55.93796327344498,-3.185021145932069,1767,Bruntsfield Links,Corner of Bruntsfield Links next to Public Toilets,55.937123239991095,-3.206431879393449
2021-08-01 12:33:24.165000+00:00,2021-08-01 13:41:25.965000+00:00,4081,1739,Edinburgh Royal Infirmary,Front of new Sick Kids Hospital,55.92135417116336,-3.1369712992544976,1739,Edinburgh Royal Infirmary,Front of new Sick Kids Hospital,55.92135417116336,-3.1369712992544976
2021-08-01 12:33:28.697000+00:00,2021-08-01 12:38:15.410000+00:00,286,2268,Picardy Place,Outside Omni Centre,55.95653524179326,-3.1862476120746805,1769,Brunswick Place,Corner of Elm Row/Brunswick Street,55.96085174106396,-3.180985762469163
2021-08-01 12:33:36.286000+00:00,2021-08-01 13:31:10.289000+00:00,3454,1823,Boroughmuir,Off Gibson Terrace,55.94007146917616,-3.215335840688084,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288
2021-08-01 12:33:51.791000+00:00,2021-08-01 13:24:30.334000+00:00,3038,1025,Dundee Terrace,Corner of Dundee Street & Dundee Terrace,55.93970989541296,-3.2205889336679547,1025,Dundee Terrace,Corner of Dundee Street & Dundee Terrace,55.93970989541296,-3.2205889336679547
2021-08-01 12:34:00.535000+00:00,2021-08-01 13:31:34.761000+00:00,3454,1823,Boroughmuir,Off Gibson Terrace,55.94007146917616,-3.215335840688084,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288
2021-08-01 12:35:11.543000+00:00,2021-08-01 12:43:35.827000+00:00,504,1050,EICC,Outside Edinburgh International Conference Centre,55.94607055533778,-3.2103963310007657,1025,Dundee Terrace,Corner of Dundee Street & Dundee Terrace,55.93970989541296,-3.2205889336679547
2021-08-01 12:38:58.641000+00:00,2021-08-01 13:52:11.143000+00:00,4392,1756,Western General Hospital,Porterfield Road,55.96283984266853,-3.234135938375289,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288
2021-08-01 12:39:01.357000+00:00,2021-08-01 14:26:05.821000+00:00,6424,1745,Scotland Street,Corner with Royal Crescent,55.96037972054591,-3.1954703369027584,262,Canonmills,near Tesco's,55.96280408759764,-3.196283585062929
2021-08-01 12:41:50.441000+00:00,2021-08-01 14:26:26.630000+00:00,6276,1745,Scotland Street,Corner with Royal Crescent,55.96037972054591,-3.1954703369027584,262,Canonmills,near Tesco's,55.96280408759764,-3.196283585062929
2021-08-01 12:41:52.640000+00:00,2021-08-01 13:29:22.989000+00:00,2850,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288
2021-08-01 12:42:06.669000+00:00,2021-08-01 13:45:06.816000+00:00,3780,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288,1813,Milton Road - Edinburgh College,Milton Road Campus,55.94406627599551,-3.0985614794416128
2021-08-01 12:47:03.174000+00:00,2021-08-01 13:33:51.257000+00:00,2808,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288
2021-08-01 12:49:28.075000+00:00,2021-08-01 13:14:55.362000+00:00,1527,1039,Lothian Road,Outside the Usher Hall,55.94740919920712,-3.2057654971365537,1039,Lothian Road,Outside the Usher Hall,55.94740919920712,-3.2057654971365537
2021-08-01 12:55:07.309000+00:00,2021-08-01 16:36:31.572000+00:00,13284,264,Pollock Halls,Pollock Halls Entrance,55.94008064125911,-3.171746866852459,264,Pollock Halls,Pollock Halls Entrance,55.94008064125911,-3.171746866852459
2021-08-01 12:55:53.250000+00:00,2021-08-01 13:37:27.121000+00:00,2493,264,Pollock Halls,Pollock Halls Entrance,55.94008064125911,-3.171746866852459,1813,Milton Road - Edinburgh College,Milton Road Campus,55.94406627599551,-3.0985614794416128
2021-08-01 13:05:51.544000+00:00,2021-08-01 14:07:46.351000+00:00,3714,264,Pollock Halls,Pollock Halls Entrance,55.94008064125911,-3.171746866852459,1818,Dynamic Earth,"Outside Dynamic Earth, Holyrood Road",55.951089465236365,-3.17572460948655
2021-08-01 13:09:57.267000+00:00,2021-08-01 13:28:41.511000+00:00,1124,1721,Tollcross,Outside Piccolinos off Lauriston Place,55.944248052468346,-3.2031045991104747,258,Stockbridge,Hamilton Place by Dean Bank Lane,55.95856558589723,-3.2080701822277438
2021-08-01 13:10:24.239000+00:00,2021-08-01 13:24:37.414000+00:00,853,1092,Dalry Road Lidl,,55.94179129688128,-3.2224153095965,1763,Comely Bank Road,Outside Raeburn Place Sports Ground,55.95941012836135,-3.2156613606136943
2021-08-01 13:12:20.870000+00:00,2021-08-01 14:07:45.405000+00:00,3324,264,Pollock Halls,Pollock Halls Entrance,55.94008064125911,-3.171746866852459,1818,Dynamic Earth,"Outside Dynamic Earth, Holyrood Road",55.951089465236365,-3.17572460948655
2021-08-01 13:18:43.265000+00:00,2021-08-01 13:47:08.494000+00:00,1705,1024,Meadow Place,End of Meadow Place,55.94023763168944,-3.194640214184801,250,Victoria Quay,Entrance to Scottish Government Office,55.97761715254634,-3.174126319457628
2021-08-01 13:22:24.450000+00:00,2021-08-01 13:32:49.937000+00:00,625,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432,1821,Drumsheugh Place,Corner with Drumsheugh Gardens,55.95159412232485,-3.2123542850940225
2021-08-01 13:23:11.185000+00:00,2021-08-01 13:32:03.233000+00:00,532,259,St Andrew Square,North East corner,55.95490573198223,-3.192443756949956,258,Stockbridge,Hamilton Place by Dean Bank Lane,55.95856558589723,-3.2080701822277438
2021-08-01 13:31:02.801000+00:00,2021-08-01 13:32:09.091000+00:00,66,1024,Meadow Place,End of Meadow Place,55.94023763168944,-3.194640214184801,1024,Meadow Place,End of Meadow Place,55.94023763168944,-3.194640214184801
2021-08-01 13:31:09.678000+00:00,2021-08-01 14:42:13.768000+00:00,4264,1038,South Trinity Road,Corner of South Trinity Road and Ferry Road,55.97132539148155,-3.207963567424258,1038,South Trinity Road,Corner of South Trinity Road and Ferry Road,55.97132539148155,-3.207963567424258
2021-08-01 13:31:40.890000+00:00,2021-08-01 13:47:16.976000+00:00,936,1025,Dundee Terrace,Corner of Dundee Street & Dundee Terrace,55.93970989541296,-3.2205889336679547,247,Charlotte Square,North Corner of Charlotte Square,55.95233546161639,-3.2071011721072864
2021-08-01 13:31:56.540000+00:00,2021-08-01 13:45:59.964000+00:00,843,1767,Bruntsfield Links,Corner of Bruntsfield Links next to Public Toilets,55.937123239991095,-3.206431879393449,2268,Picardy Place,Outside Omni Centre,55.95653524179326,-3.1862476120746805
2021-08-01 13:32:14.949000+00:00,2021-08-01 13:46:19.571000+00:00,844,1024,Meadow Place,End of Meadow Place,55.94023763168944,-3.194640214184801,1024,Meadow Place,End of Meadow Place,55.94023763168944,-3.194640214184801
2021-08-01 13:34:26.888000+00:00,2021-08-01 14:17:40.458000+00:00,2593,262,Canonmills,near Tesco's,55.96280408759764,-3.196283585062929,262,Canonmills,near Tesco's,55.96280408759764,-3.196283585062929
2021-08-01 13:37:29.978000+00:00,2021-08-01 17:19:06.195000+00:00,13296,1821,Drumsheugh Place,Corner with Drumsheugh Gardens,55.95159412232485,-3.2123542850940225,249,Fountainbridge,Fountainbridge by Gardner's Crescent,55.94335692764551,-3.2092475016246453
2021-08-01 13:37:31.234000+00:00,2021-08-01 13:54:33.043000+00:00,1021,248,Bristo Square,"Bristo Square, near Potterrow",55.94583371599285,-3.189053072075467,1769,Brunswick Place,Corner of Elm Row/Brunswick Street,55.96085174106396,-3.180985762469163
2021-08-01 13:39:04.266000+00:00,2021-08-01 14:42:09.806000+00:00,3785,1813,Milton Road - Edinburgh College,Milton Road Campus,55.94406627599551,-3.0985614794416128,250,Victoria Quay,Entrance to Scottish Government Office,55.97761715254634,-3.174126319457628
2021-08-01 13:39:11.834000+00:00,2021-08-01 17:19:18.171000+00:00,13206,1821,Drumsheugh Place,Corner with Drumsheugh Gardens,55.95159412232485,-3.2123542850940225,249,Fountainbridge,Fountainbridge by Gardner's Crescent,55.94335692764551,-3.2092475016246453
2021-08-01 13:41:06.236000+00:00,2021-08-01 14:38:40.319000+00:00,3454,258,Stockbridge,Hamilton Place by Dean Bank Lane,55.95856558589723,-3.2080701822277438,247,Charlotte Square,North Corner of Charlotte Square,55.95233546161639,-3.2071011721072864
2021-08-01 13:41:14.496000+00:00,2021-08-01 14:39:13.547000+00:00,3479,258,Stockbridge,Hamilton Place by Dean Bank Lane,55.95856558589723,-3.2080701822277438,247,Charlotte Square,North Corner of Charlotte Square,55.95233546161639,-3.2071011721072864
2021-08-01 13:47:31.762000+00:00,2021-08-01 14:24:16.005000+00:00,2204,1025,Dundee Terrace,Corner of Dundee Street & Dundee Terrace,55.93970989541296,-3.2205889336679547,246,Royal Commonwealth Pool,Royal Commonwealth Pool Entrance,55.93900024788877,-3.173923554315593
2021-08-01 13:48:02.746000+00:00,2021-08-01 13:54:04.514000+00:00,361,247,Charlotte Square,North Corner of Charlotte Square,55.95233546161639,-3.2071011721072864,259,St Andrew Square,North East corner,55.95490573198223,-3.192443756949956
2021-08-01 13:50:26.540000+00:00,2021-08-01 14:45:08.138000+00:00,3281,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288,1748,Colinton Road,Near Napier University Merchiston Campus,55.93341635916104,-3.21239711224257
2021-08-01 13:51:19.707000+00:00,2021-08-01 14:45:05.874000+00:00,3226,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288,1748,Colinton Road,Near Napier University Merchiston Campus,55.93341635916104,-3.21239711224257
2021-08-01 13:51:27.264000+00:00,2021-08-01 14:20:18.109000+00:00,1730,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288,1814,Abbeyhill,Near Abbey Mount,55.95524788917224,-3.1722162800950704
2021-08-01 13:53:42.803000+00:00,2021-08-01 14:14:30.444000+00:00,1247,189,City Chambers,City Chambers Quadrangle,55.95010933017899,-3.190257770093808,1727,Causewayside,Outside National Library of Scotland,55.93650603148236,-3.1801663476151134
2021-08-01 13:55:06.498000+00:00,2021-08-01 14:03:08.343000+00:00,481,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432,1767,Bruntsfield Links,Corner of Bruntsfield Links next to Public Toilets,55.937123239991095,-3.206431879393449
2021-08-01 13:55:30.209000+00:00,2021-08-01 17:42:12.541000+00:00,13602,250,Victoria Quay,Entrance to Scottish Government Office,55.97761715254634,-3.174126319457628,250,Victoria Quay,Entrance to Scottish Government Office,55.97761715254634,-3.174126319457628
2021-08-01 13:57:57.843000+00:00,2021-08-01 14:27:19.331000+00:00,1761,1824,Duke Street,Junction with Easter Road,55.96901164826488,-3.16739470303429,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288
2021-08-01 13:58:06.331000+00:00,2021-08-01 14:24:32.790000+00:00,1586,1824,Duke Street,Junction with Easter Road,55.96901164826488,-3.16739470303429,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288
2021-08-01 14:00:05.946000+00:00,2021-08-01 14:37:11.771000+00:00,2225,250,Victoria Quay,Entrance to Scottish Government Office,55.97761715254634,-3.174126319457628,1756,Western General Hospital,Porterfield Road,55.96283984266853,-3.234135938375289
2021-08-01 14:00:41.447000+00:00,2021-08-01 14:37:44.840000+00:00,2223,250,Victoria Quay,Entrance to Scottish Government Office,55.97761715254634,-3.174126319457628,1756,Western General Hospital,Porterfield Road,55.96283984266853,-3.234135938375289
2021-08-01 14:05:13.775000+00:00,2021-08-01 14:56:14.416000+00:00,3060,1729,McDonald Road,Next to Fire Station,55.9640310527501,-3.1851753729504253,2259,Leith Walk North,Next to Allander House,55.96791807044289,-3.1735862970647304
2021-08-01 14:07:56.764000+00:00,2021-08-01 14:32:56.728000+00:00,1499,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288,358,Leith Walk,Leith Walk opposite Dalmeny Street,55.96517649040763,-3.1761801702076298
2021-08-01 14:12:30.357000+00:00,2021-08-01 14:53:23.768000+00:00,2453,1102,Haymarket Station,Haymarket Station,55.94556945067266,-3.21818468327956,1038,South Trinity Road,Corner of South Trinity Road and Ferry Road,55.97132539148155,-3.207963567424258
2021-08-01 14:14:00.539000+00:00,2021-08-01 14:53:13.380000+00:00,2352,264,Pollock Halls,Pollock Halls Entrance,55.94008064125911,-3.171746866852459,1813,Milton Road - Edinburgh College,Milton Road Campus,55.94406627599551,-3.0985614794416128
2021-08-01 14:16:43.438000+00:00,2021-08-01 14:27:17.433000+00:00,633,1024,Meadow Place,End of Meadow Place,55.94023763168944,-3.194640214184801,1821,Drumsheugh Place,Corner with Drumsheugh Gardens,55.95159412232485,-3.2123542850940225
2021-08-01 14:19:10.967000+00:00,2021-08-01 14:52:08.680000+00:00,1977,1727,Causewayside,Outside National Library of Scotland,55.93650603148236,-3.1801663476151134,183,Waverley Bridge,near the top of the South ramp,55.951980756193535,-3.191890332557904
2021-08-01 14:19:26.940000+00:00,2021-08-01 14:52:43.612000+00:00,1996,1727,Causewayside,Outside National Library of Scotland,55.93650603148236,-3.1801663476151134,183,Waverley Bridge,near the top of the South ramp,55.951980756193535,-3.191890332557904
2021-08-01 14:19:33.221000+00:00,2021-08-01 14:49:25.782000+00:00,1792,1818,Dynamic Earth,"Outside Dynamic Earth, Holyrood Road",55.951089465236365,-3.17572460948655,252,Kings Buildings 1,Grant Institute,55.92418540667696,-3.173830830087809
2021-08-01 14:19:54.427000+00:00,2021-08-01 16:43:48.020000+00:00,8633,1818,Dynamic Earth,"Outside Dynamic Earth, Holyrood Road",55.951089465236365,-3.17572460948655,1818,Dynamic Earth,"Outside Dynamic Earth, Holyrood Road",55.951089465236365,-3.17572460948655
2021-08-01 14:20:20.152000+00:00,2021-08-01 14:53:37.462000+00:00,1997,1727,Causewayside,Outside National Library of Scotland,55.93650603148236,-3.1801663476151134,183,Waverley Bridge,near the top of the South ramp,55.951980756193535,-3.191890332557904
2021-08-01 14:20:53.869000+00:00,2021-08-01 14:48:26.125000+00:00,1652,1102,Haymarket Station,Haymarket Station,55.94556945067266,-3.21818468327956,250,Victoria Quay,Entrance to Scottish Government Office,55.97761715254634,-3.174126319457628
2021-08-01 14:21:34.645000+00:00,2021-08-01 14:53:10.010000+00:00,1895,1727,Causewayside,Outside National Library of Scotland,55.93650603148236,-3.1801663476151134,183,Waverley Bridge,near the top of the South ramp,55.951980756193535,-3.191890332557904
2021-08-01 14:23:19.230000+00:00,2021-08-01 14:31:10.898000+00:00,471,1818,Dynamic Earth,"Outside Dynamic Earth, Holyrood Road",55.951089465236365,-3.17572460948655,1052,Surgeons Hall,East side of Nicolson Street,55.94664279961712,-3.1854745859388918
2021-08-01 14:28:02.767000+00:00,2021-08-01 14:56:26.312000+00:00,1703,225,Waverley Court,On Waverley Court forecourt,55.95173449698344,-3.1841785354060903,1765,Haymarket Terrace,Corner of Magdala Crescent,55.946063966641006,-3.2230240243595745
2021-08-01 14:29:24.104000+00:00,2021-08-01 15:12:06.209000+00:00,2562,358,Leith Walk,Leith Walk opposite Dalmeny Street,55.96517649040763,-3.1761801702076298,2265,Musselburgh Brunton Hall,Adjacent to the Brunton Theatre ,55.94396074176487,-3.058306836702485
2021-08-01 14:29:45.254000+00:00,2021-08-01 14:52:05.412000+00:00,1340,1814,Abbeyhill,Near Abbey Mount,55.95524788917224,-3.1722162800950704,1024,Meadow Place,End of Meadow Place,55.94023763168944,-3.194640214184801
2021-08-01 14:31:12.655000+00:00,2021-08-01 15:08:07.780000+00:00,2215,247,Charlotte Square,North Corner of Charlotte Square,55.95233546161639,-3.2071011721072864,1019,Grassmarket,West end of Grassmarket,55.947097278583385,-3.1972457326126005
2021-08-01 14:31:29.187000+00:00,2021-08-01 15:04:41.505000+00:00,1992,1745,Scotland Street,Corner with Royal Crescent,55.96037972054591,-3.1954703369027584,262,Canonmills,near Tesco's,55.96280408759764,-3.196283585062929
2021-08-01 14:31:42.501000+00:00,2021-08-01 15:04:20.152000+00:00,1957,1745,Scotland Street,Corner with Royal Crescent,55.96037972054591,-3.1954703369027584,262,Canonmills,near Tesco's,55.96280408759764,-3.196283585062929
2021-08-01 14:31:53.614000+00:00,2021-08-01 14:51:56.258000+00:00,1202,248,Bristo Square,"Bristo Square, near Potterrow",55.94583371599285,-3.189053072075467,2259,Leith Walk North,Next to Allander House,55.96791807044289,-3.1735862970647304
2021-08-01 14:32:41.702000+00:00,2021-08-01 14:53:15.863000+00:00,1234,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432,183,Waverley Bridge,near the top of the South ramp,55.951980756193535,-3.191890332557904
2021-08-01 14:33:20.045000+00:00,2021-08-01 14:52:38.071000+00:00,1158,1769,Brunswick Place,Corner of Elm Row/Brunswick Street,55.96085174106396,-3.180985762469163,1028,Hunter Square,In Hunter Square next to Tron Kirk,55.94979756563328,-3.1877950320129003
