,year,local_authority_id,pedal_cycles,longitude,latitude,geometry
58473,2019,29,35,-3.30150702,55.94442105,POINT (-367522.080316818 7547359.405703324)
58495,2019,36,15,-3.10560903,55.8714336,POINT (-345714.81582259224 7532864.178699885)
58595,2019,29,52,-3.23241655,55.97262736,POINT (-359830.9643777501 7552968.4663094785)
58751,2019,36,0,-3.18168175,55.86676431,POINT (-354183.19227625156 7531937.790511636)
58754,2022,36,10,-3.18168175,55.86676431,POINT (-354183.19227625156 7531937.790511636)
58755,2023,36,9,-3.18168175,55.86676431,POINT (-354183.19227625156 7531937.790511636)
58756,2024,36,0,-3.18168175,55.86676431,POINT (-354183.19227625156 7531937.790511636)
58785,2019,29,55,-3.25190625,55.97031027,POINT (-362000.5478574638 7552507.53945421)
58788,2022,29,50,-3.25190625,55.97031027,POINT (-362000.5478574638 7552507.53945421)
58789,2023,29,56,-3.25190625,55.97031027,POINT (-362000.5478574638 7552507.53945421)
58790,2024,29,55,-3.25190625,55.97031027,POINT (-362000.5478574638 7552507.53945421)
58809,2019,29,0,-3.13575782,55.91552916,POINT (-349070.96377342555 7541618.2455724655)
58824,2019,29,20,-3.30511319,55.89883566,POINT (-367923.51732493204 7538302.999719737)
58839,2019,29,23,-3.3131127,55.93582449,POINT (-368814.01870472776 7545650.720176104)
58842,2022,29,28,-3.3131127,55.93582449,POINT (-368814.01870472776 7545650.720176104)
58843,2023,29,17,-3.3131127,55.93582449,POINT (-368814.01870472776 7545650.720176104)
58844,2024,29,17,-3.3131127,55.93582449,POINT (-368814.01870472776 7545650.720176104)
58848,2019,29,26,-3.2764702,55.96745217,POINT (-364734.9942633352 7551939.030271698)
58851,2022,29,39,-3.2764702,55.96745217,POINT (-364734.9942633352 7551939.030271698)
58852,2023,29,29,-3.2764702,55.96745217,POINT (-364734.9942633352 7551939.030271698)
58853,2024,29,15,-3.2764702,55.96745217,POINT (-364734.9942633352 7551939.030271698)
59169,2019,29,157,-3.16382785,55.91683039,POINT (-352195.70521957753 7541876.723326728)
59179,2019,29,23,-3.31062707,55.9598689,POINT (-368537.31963882723 7550430.833555536)
59188,2022,29,105,-3.27800688,55.94165752,POINT (-364906.0566984474 7546810.074426911)
59189,2023,29,88,-3.27800688,55.94165752,POINT (-364906.0566984474 7546810.074426911)
59190,2024,29,94,-3.27800688,55.94165752,POINT (-364906.0566984474 7546810.074426911)
59308,2018,36,15,-3.08839271,55.912947,POINT (-343798.3038468582 7541105.348165824)
59309,2019,36,19,-3.08839271,55.912947,POINT (-343798.3038468582 7541105.348165824)
59549,2018,29,89,-3.2858365,55.93055967,POINT (-365777.64600995224 7544604.451388901)
59550,2019,29,181,-3.2858365,55.93055967,POINT (-365777.64600995224 7544604.451388901)
59566,2018,29,193,-3.10634737,55.95072289,POINT (-345797.0074554246 7548612.224752556)
59567,2019,29,147,-3.10634737,55.95072289,POINT (-345797.0074554246 7548612.224752556)
60297,2018,29,20,-3.14079336,55.91320931,POINT (-349631.5175220948 7541157.449543679)
60298,2019,29,36,-3.14079336,55.91320931,POINT (-349631.5175220948 7541157.449543679)
60314,2018,29,174,-3.1624936,55.96467186,POINT (-352047.17718898656 7551386.034713219)
60315,2019,29,144,-3.1624936,55.96467186,POINT (-352047.17718898656 7551386.034713219)
60331,2018,29,148,-3.20639475,55.97521202,POINT (-356934.2308522257 7553482.652069516)
60332,2019,29,171,-3.20639475,55.97521202,POINT (-356934.2308522257 7553482.652069516)
60348,2018,29,64,-3.22667473,55.90717195,POINT (-359191.7878991235 7539958.366962448)
60349,2019,29,95,-3.22667473,55.90717195,POINT (-359191.7878991235 7539958.366962448)
60365,2018,29,100,-3.24473605,55.97653778,POINT (-361202.3648445779 7553746.408760653)
60366,2019,29,126,-3.24473605,55.97653778,POINT (-361202.3648445779 7553746.408760653)
60382,2018,29,63,-3.19456237,55.91729979,POINT (-355617.0563357532 7541969.967586838)
60383,2019,29,101,-3.19456237,55.91729979,POINT (-355617.0563357532 7541969.967586838)
61030,2018,29,38,-3.27947518,55.95656683,POINT (-365069.5071067792 7549774.194556018)
61031,2019,29,18,-3.27947518,55.95656683,POINT (-365069.5071067792 7549774.194556018)
61047,2018,29,219,-3.30757887,55.96779954,POINT (-368197.99556699116 7552008.123944938)
61048,2019,29,149,-3.30757887,55.96779954,POINT (-368197.99556699116 7552008.123944938)
62053,2018,29,224,-3.21940919,55.93098475,POINT (-358382.9916859853 7544688.921543466)
62054,2019,29,259,-3.21940919,55.93098475,POINT (-358382.9916859853 7544688.921543466)
62072,2018,29,34,-3.20014893,55.95772511,POINT (-356238.9493502393 7550004.520005989)
62073,2019,29,40,-3.20014893,55.95772511,POINT (-356238.9493502393 7550004.520005989)
62091,2018,29,44,-3.16058093,55.93557752,POINT (-351834.259738531 7545601.6370666735)
62092,2019,29,51,-3.16058093,55.93557752,POINT (-351834.259738531 7545601.6370666735)
62667,2018,36,10,-3.1164122,55.91542759,POINT (-346917.41920594545 7541598.069961292)
62668,2019,36,22,-3.1164122,55.91542759,POINT (-346917.41920594545 7541598.069961292)
62707,2018,29,32,-3.33274732,55.94912765,POINT (-370999.73460504715 7548295.068410646)
62708,2019,29,49,-3.33274732,55.94912765,POINT (-370999.73460504715 7548295.068410646)
62727,2018,29,27,-3.27532338,55.97933369,POINT (-364607.33084490366 7554302.677815153)
62728,2019,29,82,-3.27532338,55.97933369,POINT (-364607.33084490366 7554302.677815153)
62747,2018,29,96,-3.244566,55.95777857,POINT (-361183.4349651685 7550015.150761319)
62748,2019,29,85,-3.244566,55.95777857,POINT (-361183.4349651685 7550015.150761319)
62760,2018,29,95,-3.2286857,55.95198998,POINT (-359415.64805552404 7548864.149531191)
62761,2019,29,110,-3.2286857,55.95198998,POINT (-359415.64805552404 7548864.149531191)
62773,2018,29,148,-3.22205705,55.95915413,POINT (-358677.7501128772 7550288.691946132)
62774,2019,29,181,-3.22205705,55.95915413,POINT (-358677.7501128772 7550288.691946132)
62793,2018,29,183,-3.12158851,55.94836564,POINT (-347493.6433993335 7548143.574624337)
62794,2019,29,211,-3.12158851,55.94836564,POINT (-347493.6433993335 7548143.574624337)
62813,2018,36,41,-3.05278459,55.89656176,POINT (-339834.4260603524 7537851.524925421)
62814,2019,36,138,-3.05278459,55.89656176,POINT (-339834.4260603524 7537851.524925421)
63305,2018,29,102,-3.27800688,55.94165752,POINT (-364906.0566984474 7546810.074426911)
63306,2019,29,162,-3.27800688,55.94165752,POINT (-364906.0566984474 7546810.074426911)
63369,2018,29,22,-3.13888349,55.9037385,POINT (-349418.9117662134 7539276.531292787)
63370,2019,29,38,-3.13888349,55.9037385,POINT (-349418.9117662134 7539276.531292787)
64454,2018,36,32,-3.08889125,55.89364185,POINT (-343853.8010657983 7537271.825936114)
64455,2019,36,66,-3.08889125,55.89364185,POINT (-343853.8010657983 7537271.825936114)
64598,2018,36,20,-3.09508442,55.86941609,POINT (-344543.22159659443 7532463.8905959055)
64599,2019,36,8,-3.09508442,55.86941609,POINT (-344543.22159659443 7532463.8905959055)
64871,2018,29,384,-3.17734502,55.95046922,POINT (-353700.42970094364 7548561.79068429)
64872,2019,29,598,-3.17734502,55.95046922,POINT (-353700.42970094364 7548561.79068429)
